일련번호,주소,동,층,호수,동호수,전체주소,면적,지목,소유자명,주민번호,성별,연령대,소유형태,지분,소유자주소,거주투자구분,투자자거주지역,등기원인,등기일자,접수번호,근저당권유무,대출총액,근저당권자,근저당설정일,근저당접수번호,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
439,서울시 용산구 이태원동 22-2,6동,9,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,이민서,560107-1******,남성,60대,단독소유,단독소유,"3445 Main St, Los Angeles, CA, USA",투자 목적,미국,증여,2012-02-27,제45153호,Y,915050000,하나은행,2021-03-15,제50125호,N,,,,
440,서울시 용산구 이태원동 22-2,6동,9,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,윤시우,450121-2******,여성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동104호,실거주,-,상속,2015-11-14,제12822호,N,0,,,,N,,,,
441,서울시 용산구 이태원동 22-2,6동,9,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,강도윤,550512-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동105호,실거주,-,증여,2023-02-13,제62622호,Y,147490000,국민은행,2024-02-02,제39782호,N,,,,
442,서울시 용산구 이태원동 22-2,6동,10,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,윤순자,550814-1******,남성,60대,단독소유,단독소유,서울시 강남구 삼성동 856-83,투자 목적,서울,경매,2005-04-05,제60981호,Y,166870000,국민은행,2017-06-05,제88160호,N,,,,
443,서울시 용산구 이태원동 22-2,6동,10,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,최서준,610523-1******,남성,60대,공유자,3분의 1,서울시 강남구 역삼동 181-39,투자 목적,서울,매매,2004-04-24,제62771호,N,0,,,,N,,,,
444,서울시 용산구 이태원동 22-2,6동,10,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,이서연,501212-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동103호,실거주,-,증여,2009-11-18,제25017호,N,0,,,,N,,,,
445,서울시 용산구 이태원동 22-2,6동,10,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,정지호,701110-2******,여성,50대,단독소유,단독소유,서울시 서초구 역삼동 181-49,투자 목적,서울,증여,2021-08-09,제43200호,Y,328430000,하나은행,2024-06-11,제63836호,N,,,,
446,서울시 용산구 이태원동 22-2,6동,10,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,김도윤,551202-1******,남성,60대,단독소유,단독소유,서울시 송파구 삼성동 206-78,투자 목적,서울,경매,2018-09-11,제2687호,Y,727930000,하나은행,2017-07-06,제6759호,N,,,,
447,서울시 용산구 이태원동 22-2,6동,11,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,박시우,590902-1******,남성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 134-53,투자 목적,경기,증여,2012-01-15,제47619호,Y,599880000,국민은행,2012-03-31,제18831호,N,,,,
448,서울시 용산구 이태원동 22-2,6동,11,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,최영희,290115-2******,여성,90대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동102호,실거주,-,경매,2020-08-28,제88003호,N,0,,,,N,,,,
449,서울시 용산구 이태원동 22-2,6동,11,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,최도윤,630620-1******,남성,60대,단독소유,단독소유,경기도 고양시 분당구 정자동 921-87,투자 목적,경기,증여,2005-02-09,제5599호,Y,916700000,국민은행,2018-09-18,제95840호,N,,,,
450,서울시 용산구 이태원동 22-2,6동,11,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,박도윤,461224-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동104호,실거주,-,경매,2021-11-01,제53491호,Y,861610000,신한은행,2019-03-23,제64891호,N,,,,
451,서울시 용산구 이태원동 22-2,6동,11,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,임서연,620926-2******,여성,60대,단독소유,단독소유,서울시 강남구 역삼동 21-85,투자 목적,서울,상속,2019-04-26,제12437호,Y,602090000,하나은행,2014-12-08,제79547호,N,,,,
452,서울시 용산구 이태원동 22-2,6동,12,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,김서준,511003-1******,남성,70대,단독소유,단독소유,서울시 강남구 역삼동 941-90,투자 목적,서울,상속,2012-01-28,제28493호,N,0,,,,N,,,,
453,서울시 용산구 이태원동 22-2,6동,12,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,김영자,430316-1******,남성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동102호,실거주,-,증여,2017-08-23,제55035호,Y,870830000,우리은행,2020-08-04,제50010호,N,,,,
454,서울시 용산구 이태원동 22-2,6동,12,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,강지호,670315-2******,여성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동103호,실거주,-,매매,2020-01-28,제13802호,Y,438490000,신한은행,2014-03-30,제59824호,N,,,,
455,서울시 용산구 이태원동 22-2,6동,12,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,정서준,561003-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동104호,실거주,-,매매,2008-11-16,제59610호,Y,333500000,기업은행,2015-06-09,제72716호,N,,,,
456,서울시 용산구 이태원동 22-2,6동,12,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,장하준,670101-1******,남성,50대,단독소유,단독소유,서울시 강남구 역삼동 17-84,투자 목적,서울,경매,2017-01-23,제58875호,Y,842490000,신한은행,2023-07-08,제51215호,N,,,,
457,서울시 용산구 이태원동 22-2,7동,1,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,정예준,560605-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동101호,실거주,-,경매,2016-11-04,제11603호,Y,166870000,하나은행,2013-08-23,제93449호,N,,,,
458,서울시 용산구 이태원동 22-2,7동,1,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,강서연,741005-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동102호,실거주,-,상속,2009-04-16,제15413호,Y,666580000,하나은행,2019-09-27,제6758호,N,,,,
459,서울시 용산구 이태원동 22-2,7동,1,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,조예준,030811-3******,남성,20대,공유자,3분의 1,서울시 서초구 삼성동 679-91,투자 목적,서울,매매,2016-09-25,제30501호,Y,861000000,우리은행,2016-11-30,제61849호,N,,,,
460,서울시 용산구 이태원동 22-2,7동,1,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,조지호,610425-1******,남성,60대,단독소유,단독소유,서울시 강남구 삼성동 767-48,투자 목적,서울,경매,2024-07-08,제81964호,Y,587690000,신한은행,2011-12-16,제23944호,Y,압류,2023-08-07,제90716호,서울시
461,서울시 용산구 이태원동 22-2,7동,1,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,조민준,661007-2******,여성,50대,단독소유,단독소유,경기도 고양시 분당구 정자동 459-57,투자 목적,경기,증여,2024-03-12,제8585호,Y,664890000,국민은행,2018-05-28,제74571호,N,,,,
462,서울시 용산구 이태원동 22-2,7동,1,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,조순자,810515-2******,여성,40대,단독소유,단독소유,서울시 강남구 삼성동 543-69,투자 목적,서울,매매,2021-03-10,제82750호,Y,609580000,기업은행,2013-12-08,제27062호,N,,,,
463,서울시 용산구 이태원동 22-2,7동,2,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,김영희,630118-1******,남성,60대,단독소유,단독소유,서울시 서초구 역삼동 950-21,투자 목적,서울,증여,1997-05-09,제5425호,Y,159000000,하나은행,2022-05-24,제72341호,N,,,,
464,서울시 용산구 이태원동 22-2,7동,2,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,장영자,460919-1******,남성,70대,공유자,2분의 1,서울시 강남구 역삼동 804-63,투자 목적,서울,매매,2015-08-10,제73278호,N,0,,,,N,,,,
465,서울시 용산구 이태원동 22-2,7동,2,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,임민준,840214-1******,남성,40대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동103호,실거주,-,상속,2017-06-04,제61659호,Y,452090000,기업은행,2018-02-16,제41117호,N,,,,
466,서울시 용산구 이태원동 22-2,7동,2,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,김주원,660413-1******,남성,50대,단독소유,단독소유,인천시 연수구 송도동 783-64,투자 목적,인천,증여,2002-02-05,제31730호,Y,315900000,우리은행,2024-01-16,제17335호,N,,,,
467,서울시 용산구 이태원동 22-2,7동,2,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,강지호,500106-2******,여성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동105호,실거주,-,상속,2016-06-16,제41485호,Y,255500000,국민은행,2023-10-23,제48095호,N,,,,
468,서울시 용산구 이태원동 22-2,7동,2,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,조주원,540515-1******,남성,70대,단독소유,단독소유,서울시 서초구 삼성동 183-54,투자 목적,서울,증여,2013-02-22,제97161호,N,0,,,,N,,,,
469,서울시 용산구 이태원동 22-2,7동,3,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,강서연,561020-1******,남성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 183-38,투자 목적,경기,상속,1994-10-10,제38642호,Y,812250000,우리은행,2014-11-22,제93259호,N,,,,
470,서울시 용산구 이태원동 22-2,7동,3,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,이서연,691121-1******,남성,50대,단독소유,단독소유,서울시 송파구 삼성동 160-40,투자 목적,서울,매매,2023-01-19,제7364호,Y,795250000,하나은행,2018-12-12,제77189호,N,,,,
471,서울시 용산구 이태원동 22-2,7동,3,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,조민서,700304-2******,여성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동103호,실거주,-,매매,2025-08-26,제82180호,Y,393930000,기업은행,2015-09-06,제63166호,N,,,,
472,서울시 용산구 이태원동 22-2,7동,3,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,윤민서,******-*******,남성,미분류,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 7동104호,실거주,-,증여,1997-08-02,제80473호,Y,990280000,국민은행,2019-01-07,제79838호,N,,,,
473,서울시 용산구 이태원동 22-2,7동,3,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,이서준,790605-1******,남성,40대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동105호,실거주,-,증여,2001-01-07,제37301호,Y,813510000,신한은행,2023-09-03,제59031호,N,,,,
474,서울시 용산구 이태원동 22-2,7동,3,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,이민서,741218-1******,남성,50대,단독소유,단독소유,경기도 고양시 분당구 정자동 325-26,투자 목적,경기,상속,2023-11-21,제20206호,Y,842650000,국민은행,2020-10-21,제14408호,N,,,,
475,서울시 용산구 이태원동 22-2,7동,4,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,강주원,791228-2******,여성,40대,단독소유,단독소유,서울시 서초구 삼성동 50-15,투자 목적,서울,상속,2016-12-07,제27033호,Y,119200000,기업은행,2019-09-05,제56999호,N,,,,
476,서울시 용산구 이태원동 22-2,7동,4,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,임민준,560702-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동102호,실거주,-,상속,2023-11-18,제99569호,Y,832030000,우리은행,2022-09-18,제39710호,N,,,,
477,서울시 용산구 이태원동 22-2,7동,4,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,김도윤,581109-2******,여성,60대,단독소유,단독소유,서울시 강남구 역삼동 759-41,투자 목적,서울,매매,1999-10-12,제4690호,N,0,,,,N,,,,
478,서울시 용산구 이태원동 22-2,7동,4,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,정영희,611214-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 142-94,투자 목적,서울,상속,2012-09-13,제49557호,Y,948200000,신한은행,2021-11-07,제59169호,N,,,,
479,서울시 용산구 이태원동 22-2,7동,4,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,이서준,600709-1******,남성,60대,공유자,2분의 1,서울시 강남구 역삼동 165-88,투자 목적,서울,상속,2011-08-15,제35256호,N,0,,,,N,,,,
480,서울시 용산구 이태원동 22-2,7동,4,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,김서연,740711-1******,남성,50대,단독소유,단독소유,경기도 성남시 분당구 정자동 723-72,투자 목적,경기,경매,2003-11-15,제99905호,Y,941170000,기업은행,2012-04-24,제33867호,N,,,,
481,서울시 용산구 이태원동 22-2,7동,5,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,박민준,900825-1******,남성,30대,단독소유,단독소유,서울시 강남구 삼성동 312-71,투자 목적,서울,상속,2013-05-25,제83971호,Y,318510000,국민은행,2014-08-06,제97858호,N,,,,
482,서울시 용산구 이태원동 22-2,7동,5,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,박순자,540512-2******,여성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동102호,실거주,-,상속,1987-04-09,제28795호,Y,968420000,하나은행,2021-11-13,제67360호,N,,,,
483,서울시 용산구 이태원동 22-2,7동,5,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,이서연,501220-2******,여성,70대,단독소유,단독소유,서울시 강남구 삼성동 86-26,투자 목적,서울,증여,2017-02-24,제13070호,Y,855950000,국민은행,2014-07-27,제38916호,N,,,,
484,서울시 용산구 이태원동 22-2,7동,5,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,정영희,470604-2******,여성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동104호,실거주,-,매매,2024-07-05,제4833호,Y,250610000,하나은행,2018-12-20,제17533호,N,,,,
485,서울시 용산구 이태원동 22-2,7동,5,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,윤예준,701210-1******,남성,50대,공유자,2분의 1,경기도 고양시 분당구 정자동 629-86,투자 목적,경기,경매,2009-11-12,제20509호,Y,106420000,하나은행,2022-07-09,제74117호,Y,압류,2023-02-17,제49374호,서울시
486,서울시 용산구 이태원동 22-2,7동,5,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,임지호,710813-1******,남성,50대,단독소유,단독소유,충청남도 천안시 불당동 166-32,투자 목적,충남,증여,1994-10-01,제98651호,Y,665370000,하나은행,2011-07-10,제95783호,N,,,,
487,서울시 용산구 이태원동 22-2,7동,6,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,최지호,550818-2******,여성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 917-96,투자 목적,경기,상속,2020-04-03,제7847호,Y,909010000,기업은행,2017-03-11,제46096호,N,,,,
488,서울시 용산구 이태원동 22-2,7동,6,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,윤민서,481102-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동102호,실거주,-,경매,2019-01-11,제60015호,Y,571700000,국민은행,2024-04-17,제58439호,N,,,,
489,서울시 용산구 이태원동 22-2,7동,6,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,윤주원,580127-2******,여성,60대,단독소유,단독소유,서울시 강남구 삼성동 739-44,투자 목적,서울,증여,2018-03-14,제82861호,Y,677900000,기업은행,2023-12-23,제24292호,N,,,,
490,서울시 용산구 이태원동 22-2,7동,6,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,정순자,530407-1******,남성,70대,단독소유,단독소유,서울시 서초구 역삼동 846-50,투자 목적,서울,경매,2011-07-23,제65403호,N,0,,,,N,,,,
491,서울시 용산구 이태원동 22-2,7동,6,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,김시우,640919-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동105호,실거주,-,매매,2008-04-18,제80577호,Y,727130000,하나은행,2017-04-03,제55446호,N,,,,
492,서울시 용산구 이태원동 22-2,7동,6,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,조시우,410906-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동106호,실거주,-,증여,2007-06-27,제12262호,Y,781370000,기업은행,2015-12-10,제83410호,N,,,,
493,서울시 용산구 이태원동 22-2,7동,7,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,장하준,481025-1******,남성,70대,단독소유,단독소유,경기도 성남시 분당구 정자동 497-71,투자 목적,경기,경매,2022-07-07,제67099호,Y,165250000,신한은행,2017-11-11,제83106호,N,,,,
494,서울시 용산구 이태원동 22-2,7동,7,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,이예준,570307-1******,남성,60대,단독소유,단독소유,서울시 강남구 삼성동 941-5,투자 목적,서울,상속,2010-10-15,제58280호,Y,141830000,하나은행,2014-12-15,제31660호,N,,,,
495,서울시 용산구 이태원동 22-2,7동,7,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,조민서,680204-1******,남성,50대,단독소유,단독소유,서울시 강남구 삼성동 717-84,투자 목적,서울,매매,2008-07-21,제14381호,Y,822540000,기업은행,2020-03-12,제63216호,N,,,,
496,서울시 용산구 이태원동 22-2,7동,7,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,장주원,680627-2******,여성,50대,단독소유,단독소유,경기도 성남시 분당구 정자동 127-50,투자 목적,경기,매매,2018-01-15,제94635호,Y,388960000,국민은행,2015-08-06,제80274호,N,,,,
497,서울시 용산구 이태원동 22-2,7동,7,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,정하준,660104-2******,여성,50대,단독소유,단독소유,광주시 광산구 수완동 352-70,투자 목적,광주,매매,2019-10-02,제9588호,N,0,,,,N,,,,
498,서울시 용산구 이태원동 22-2,7동,7,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,최영자,650204-2******,여성,50대,단독소유,단독소유,서울시 강남구 삼성동 449-84,투자 목적,서울,경매,2013-10-11,제17547호,Y,406970000,하나은행,2024-08-29,제62257호,N,,,,
499,서울시 용산구 이태원동 22-2,7동,8,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,최영희,540104-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동101호,실거주,-,상속,2010-05-19,제32764호,Y,455760000,우리은행,2012-11-10,제84687호,N,,,,
500,서울시 용산구 이태원동 22-2,7동,8,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,장영희,580312-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동102호,실거주,-,매매,2014-11-26,제75162호,Y,994570000,우리은행,2023-04-11,제26381호,N,,,,
501,서울시 용산구 이태원동 22-2,7동,8,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,장시우,601103-1******,남성,60대,공유자,2분의 1,서울시 중랑구 면목동 110-1 청하아파트 7동103호,실거주,-,증여,2022-01-20,제57532호,N,0,,,,N,,,,
502,서울시 용산구 이태원동 22-2,7동,8,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,강영희,291101-2******,여성,90대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동104호,실거주,-,경매,2015-06-19,제66996호,Y,803910000,국민은행,2016-07-25,제48114호,N,,,,
503,서울시 용산구 이태원동 22-2,7동,8,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,이영희,450612-1******,남성,70대,단독소유,단독소유,서울시 강남구 역삼동 570-29,투자 목적,서울,매매,2017-10-05,제52300호,Y,472350000,신한은행,2017-04-25,제83974호,N,,,,
504,서울시 용산구 이태원동 22-2,7동,8,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,장주원,551127-1******,남성,60대,단독소유,단독소유,서울시 서초구 삼성동 749-23,투자 목적,서울,경매,2009-10-09,제5538호,Y,851080000,우리은행,2024-03-04,제70474호,N,,,,
505,서울시 용산구 이태원동 22-2,7동,9,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,장순자,591123-1******,남성,60대,단독소유,단독소유,서울시 서초구 역삼동 895-49,투자 목적,서울,증여,2009-11-14,제90474호,Y,576890000,신한은행,2019-03-19,제31977호,N,,,,
506,서울시 용산구 이태원동 22-2,7동,9,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,윤시우,620619-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동102호,실거주,-,증여,2021-12-01,제5771호,Y,832100000,신한은행,2017-08-19,제73311호,N,,,,
507,서울시 용산구 이태원동 22-2,7동,9,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,강도윤,740713-1******,남성,50대,공유자,3분의 1,서울시 서초구 삼성동 669-28,투자 목적,서울,매매,2019-07-21,제50035호,Y,906470000,국민은행,2020-10-14,제2291호,N,,,,
508,서울시 용산구 이태원동 22-2,7동,9,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,최주원,600516-2******,여성,60대,단독소유,단독소유,서울시 서초구 삼성동 152-24,투자 목적,서울,경매,2020-07-05,제34282호,N,0,,,,N,,,,
509,서울시 용산구 이태원동 22-2,7동,9,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,정도윤,680324-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동105호,실거주,-,증여,2008-11-19,제93668호,Y,477050000,신한은행,2024-03-12,제59322호,N,,,,
510,서울시 용산구 이태원동 22-2,7동,9,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,정하준,561014-2******,여성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 977-28,투자 목적,경기,상속,2004-07-21,제30150호,Y,864490000,우리은행,2018-12-23,제20295호,N,,,,
511,서울시 용산구 이태원동 22-2,7동,10,101호,7동101호,서울시 중랑구 면목동 110-1 청하아파트 7동101호,115,대,강주원,681106-2******,여성,50대,단독소유,단독소유,서울시 강남구 역삼동 201-87,투자 목적,서울,매매,2020-04-03,제51699호,Y,489290000,하나은행,2017-12-03,제58014호,N,,,,
512,서울시 용산구 이태원동 22-2,7동,10,102호,7동102호,서울시 중랑구 면목동 110-1 청하아파트 7동102호,115,대,윤서연,620302-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 528-5,투자 목적,서울,증여,2009-07-09,제44163호,Y,434030000,국민은행,2013-01-31,제52762호,N,,,,
513,서울시 용산구 이태원동 22-2,7동,10,103호,7동103호,서울시 중랑구 면목동 110-1 청하아파트 7동103호,115,대,조하준,391205-1******,남성,80대,단독소유,단독소유,서울시 강남구 역삼동 875-96,투자 목적,서울,매매,2009-08-07,제12767호,Y,819370000,우리은행,2023-04-04,제65149호,N,,,,
514,서울시 용산구 이태원동 22-2,7동,10,104호,7동104호,서울시 중랑구 면목동 110-1 청하아파트 7동104호,115,대,박주원,550828-2******,여성,60대,공유자,2분의 1,서울시 중랑구 면목동 110-1 청하아파트 7동104호,실거주,-,증여,2021-07-25,제59668호,Y,195510000,하나은행,2020-05-06,제99578호,N,,,,
515,서울시 용산구 이태원동 22-2,7동,10,105호,7동105호,서울시 중랑구 면목동 110-1 청하아파트 7동105호,115,대,윤시우,620502-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 7동105호,실거주,-,매매,2004-01-11,제33999호,Y,491560000,하나은행,2016-05-11,제81961호,N,,,,
516,서울시 용산구 이태원동 22-2,7동,10,106호,7동106호,서울시 중랑구 면목동 110-1 청하아파트 7동106호,115,대,박서연,890320-1******,남성,30대,단독소유,단독소유,서울시 강남구 역삼동 497-1,투자 목적,서울,상속,2008-10-16,제41971호,N,0,,,,N,,,,
517,서울시 용산구 이태원동 22-2,8동,1,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,정민준,660719-2******,여성,50대,단독소유,단독소유,세종시 나성동 619-93,투자 목적,세종,매매,2010-11-05,제33558호,Y,909750000,국민은행,2017-10-25,제19490호,N,,,,
518,서울시 용산구 이태원동 22-2,8동,1,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,정서연,420720-1******,남성,80대,단독소유,단독소유,서울시 서초구 삼성동 263-16,투자 목적,서울,증여,2017-03-14,제53034호,Y,223030000,신한은행,2016-12-24,제44114호,Y,압류,2024-08-31,제33116호,서울시
519,서울시 용산구 이태원동 22-2,8동,1,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,조민준,760527-1******,남성,40대,단독소유,단독소유,서울시 강남구 삼성동 296-11,투자 목적,서울,증여,2011-07-23,제97098호,Y,534910000,신한은행,2014-10-25,제38381호,N,,,,
520,서울시 용산구 이태원동 22-2,8동,1,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,임민준,880508-2******,여성,30대,단독소유,단독소유,서울시 서초구 삼성동 308-38,투자 목적,서울,경매,2025-04-20,제88720호,Y,175610000,국민은행,2012-10-27,제4667호,N,,,,
521,서울시 용산구 이태원동 22-2,8동,1,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,박시우,620109-2******,여성,60대,단독소유,단독소유,서울시 송파구 삼성동 935-13,투자 목적,서울,경매,1982-04-06,제56492호,Y,453200000,신한은행,2015-10-04,제80355호,N,,,,
522,서울시 용산구 이태원동 22-2,8동,1,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,강하준,360318-1******,남성,80대,단독소유,단독소유,서울시 강남구 역삼동 560-13,투자 목적,서울,경매,2013-01-03,제40883호,N,0,,,,N,,,,
523,서울시 용산구 이태원동 22-2,8동,1,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,최주원,290918-1******,남성,90대,단독소유,단독소유,서울시 강남구 역삼동 778-98,투자 목적,서울,상속,2015-05-13,제63419호,Y,626410000,하나은행,2018-10-28,제83380호,N,,,,
