순번,소재지,건물명,건축연도,경과년수,전용면적_제곱미터,대지면적_제곱미터,대지권비율,실질대지지분_제곱미터,현소유자,주민번호,현주소,소유권취득일,보유기간_년,이전사유,근저당1_설정일,근저당1_채권최고액,근저당1_채무자,근저당1_근저당권자,근저당2_설정일,근저당2_채권최고액,근저당2_채무자,근저당2_근저당권자,유효근저당총액,유효근저당건수,소유권이전횟수,실거주여부,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
275,서울시 영등포구 여의도동 41,대교아파트 2동 1111호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,박영수,030105-4******,"서울시 영등포구 여의도동 41, 102동 1111호",2006-03-19,19,증여,2012년07월21일,365980000,박영수,주식회사국민은행,,,,,365980000,1,3,실거주 추정,N,,,,
276,서울시 영등포구 여의도동 41,대교아파트 2동 1112호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,김준서,020404-4******,"서울시 영등포구 여의도동 41, 102동 1112호",2006-06-01,19,상속,2019년04월28일,308410000,김준서,KB국민은행,,,,,308410000,1,2,실거주 추정,N,,,,
277,서울시 영등포구 여의도동 41,대교아파트 2동 1201호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,김혜진,011120-4******,"서울시 영등포구 여의도동 41, 102동 1201호",2023-12-26,1,상속,2019년05월03일,207980000,김혜진,주식회사하나은행,,,,,207980000,1,5,실거주 추정,N,,,,
278,서울시 영등포구 여의도동 41,대교아파트 2동 1202호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,정도윤,040921-4******,"서울시 영등포구 여의도동 41, 102동 1202호",2009-09-22,16,매매,2017년08월30일,779650000,정도윤,주식회사한솔은행,,,,,779650000,1,3,실거주 추정,N,,,,
279,서울시 영등포구 여의도동 41,대교아파트 2동 1203호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,홍혜진,000423-4******,"서울시 영등포구 여의도동 41, 102동 1203호",2011-09-17,14,증여,,0,홍혜진,,,,,,0,,1,실거주 추정,N,,,,
280,서울시 영등포구 여의도동 41,대교아파트 2동 1204호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,장준서,530318-1******,"서울시 영등포구 여의도동 41, 102동 1204호",2012-11-16,12,증여,,0,장준서,,,,,,0,,3,실거주 추정,N,,,,
281,서울시 영등포구 여의도동 41,대교아파트 2동 1205호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,신수빈,001008-4******,"서울시 영등포구 여의도동 41, 102동 1205호",2021-01-27,4,증여,2013년01월26일,885980000,신수빈,주식회사하나은행,,,,,885980000,1,1,실거주 추정,N,,,,
282,서울시 영등포구 여의도동 41,대교아파트 2동 1206호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,김영만,640810-2******,"서울시 영등포구 여의도동 41, 102동 1206호",2019-10-26,5,증여,2015년11월03일,967720000,김영만,주식회사등본은행,,,,,967720000,1,3,실거주 추정,N,,,,
283,서울시 영등포구 여의도동 41,대교아파트 2동 1207호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,신민준,590127-2******,"서울시 영등포구 여의도동 41, 102동 1207호",2012-04-21,13,상속,2011년02월20일,894160000,신민준,주식회사명동은행,,,,,894160000,1,5,실거주 추정,N,,,,
284,서울시 영등포구 여의도동 41,대교아파트 2동 1208호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,강은서,661203-1******,"서울시 영등포구 여의도동 41, 102동 1208호",2010-05-27,15,증여,2017년04월11일,1215300000,강은서,주식회사농협은행,,,,,1215300000,1,1,실거주 추정,N,,,,
285,서울시 영등포구 여의도동 41,대교아파트 2동 1209호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,홍서연,700617-2******,서울시 강동구 고덕동 717-77,2013-03-16,12,증여,2020년05월19일,907360000,홍서연,주식회사농협은행,,,,,907360000,1,1,세입자 가능성,N,,,,
286,서울시 영등포구 여의도동 41,대교아파트 2동 1210호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,안하은,031123-4******,"서울시 영등포구 여의도동 41, 102동 1210호",2010-11-20,14,매매,2018년11월30일,381860000,안하은,주식회사국민은행,,,,,381860000,1,2,실거주 추정,N,,,,
287,서울시 영등포구 여의도동 41,대교아파트 2동 1211호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,정주원,040512-3******,"서울시 영등포구 여의도동 41, 102동 1211호",2023-10-09,2,매매,,0,정주원,,,,,,0,,3,실거주 추정,N,,,,
288,서울시 영등포구 여의도동 41,대교아파트 2동 1212호,1975-10-25,50,133.65,31699,9589분의 22.0,72.6,조유진,050124-4******,"서울시 영등포구 여의도동 41, 102동 1212호",2006-11-03,18,증여,,0,조유진,,,,,,0,,0,실거주 추정,N,,,,
289,서울시 영등포구 여의도동 41,대교아파트 3동 101호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송준서,550717-2******,"서울시 영등포구 여의도동 41, 103동 101호",2013-10-19,11,매매,2020년07월13일,615760000,송준서,주식회사신한은행,,,,,615760000,1,3,실거주 추정,N,,,,
290,서울시 영등포구 여의도동 41,대교아파트 3동 102호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍서연,860518-1******,"서울시 영등포구 여의도동 41, 103동 102호",2013-09-23,12,상속,,0,홍서연,,,,,,0,,2,실거주 추정,N,,,,
291,서울시 영등포구 여의도동 41,대교아파트 3동 103호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서준서,781005-2******,"서울시 영등포구 여의도동 41, 103동 103호",2021-10-26,3,증여,2017년09월29일,307390000,서준서,주식회사등본은행,,,,,307390000,1,0,실거주 추정,N,,,,
292,서울시 영등포구 여의도동 41,대교아파트 3동 104호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박시우,050728-4******,"서울시 영등포구 여의도동 41, 103동 104호",2006-02-24,19,매매,,0,박시우,,,,,,0,,2,실거주 추정,N,,,,
293,서울시 영등포구 여의도동 41,대교아파트 3동 105호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한지민,001127-4******,"서울시 영등포구 여의도동 41, 103동 105호",2016-10-21,8,상속,2024년03월06일,806290000,한지민,주식회사신한은행,,,,,806290000,1,4,실거주 추정,N,,,,
294,서울시 영등포구 여의도동 41,대교아파트 3동 106호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권준서,010607-3******,서울시 서대문구 충정로 614-13,2013-03-21,12,상속,,0,권준서,,,,,,0,,2,세입자 가능성,N,,,,
295,서울시 영등포구 여의도동 41,대교아파트 3동 107호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍영희,010216-4******,"서울시 영등포구 여의도동 41, 103동 107호",2020-11-30,4,상속,2024년07월13일,915300000,홍영희,주식회사농협은행,,,,,915300000,1,0,실거주 추정,N,,,,
296,서울시 영등포구 여의도동 41,대교아파트 3동 108호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최두산,660313-1******,"서울시 영등포구 여의도동 41, 103동 108호",2020-11-14,4,증여,2019년03월03일,975330000,최두산,주식회사통합은행,,,,,975330000,1,5,실거주 추정,N,,,,
297,서울시 영등포구 여의도동 41,대교아파트 3동 109호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍도윤,040526-3******,"서울시 영등포구 여의도동 41, 103동 109호",2012-03-23,13,상속,2021년03월30일,929460000,홍도윤,주식회사한솔은행,,,,,929460000,1,1,실거주 추정,N,,,,
298,서울시 영등포구 여의도동 41,대교아파트 3동 110호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장하은,001023-4******,"서울시 영등포구 여의도동 41, 103동 110호",2009-02-20,16,증여,,0,장하은,,,,,,0,,5,실거주 추정,N,,,,
299,서울시 영등포구 여의도동 41,대교아파트 3동 111호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이철수,750712-2******,"서울시 영등포구 여의도동 41, 103동 111호",2013-07-13,12,증여,2015년02월03일,737650000,이철수,주식회사통합은행,,,,,737650000,1,4,실거주 추정,N,,,,
300,서울시 영등포구 여의도동 41,대교아파트 3동 112호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황서연,811121-2******,"서울시 영등포구 여의도동 41, 103동 112호",2009-07-30,16,증여,2021년02월14일,595510000,황서연,KB국민은행,,,,,595510000,1,0,실거주 추정,N,,,,
301,서울시 영등포구 여의도동 41,대교아파트 3동 201호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류지민,020512-3******,"서울시 영등포구 여의도동 41, 103동 201호",2017-12-19,7,매매,2022년12월25일,148570000,류지민,주식회사등본은행,,,,,148570000,1,4,실거주 추정,N,,,,
302,서울시 영등포구 여의도동 41,대교아파트 3동 202호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임은서,580415-2******,서울시 광진구 자양동 36-12,2017-12-12,7,상속,2014년07월03일,376120000,임은서,KB국민은행,,,,,376120000,1,2,세입자 가능성,N,,,,
303,서울시 영등포구 여의도동 41,대교아파트 3동 203호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조상훈,051016-4******,"서울시 영등포구 여의도동 41, 103동 203호",2009-07-02,16,증여,2017년11월07일,1847220000,조상훈,주식회사농협은행,,,,,1847220000,1,2,실거주 추정,N,,,,
304,서울시 영등포구 여의도동 41,대교아파트 3동 204호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권은서,880501-2******,"서울시 영등포구 여의도동 41, 103동 204호",2018-07-31,7,증여,,0,권은서,,,,,,0,,3,실거주 추정,N,,,,
305,서울시 영등포구 여의도동 41,대교아파트 3동 205호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조유진,051115-3******,서울시 용산구 한남동 165-48,2008-02-10,17,상속,2019년06월01일,113950000,조유진,KB국민은행,,,,,113950000,1,0,세입자 가능성,N,,,,
306,서울시 영등포구 여의도동 41,대교아파트 3동 206호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임주원,960813-1******,서울시 강동구 고덕동 688-46,2014-11-12,10,증여,2020년10월07일,478260000,임주원,주식회사신한은행,,,,,478260000,1,1,세입자 가능성,N,,,,
307,서울시 영등포구 여의도동 41,대교아파트 3동 207호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류혜진,010524-4******,서울시 강북구 수유동 140-44,2010-09-14,15,매매,2019년04월25일,1967720000,류혜진,주식회사한솔은행,,,,,1967720000,1,2,세입자 가능성,N,,,,
308,서울시 영등포구 여의도동 41,대교아파트 3동 208호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오지우,970821-1******,"서울시 영등포구 여의도동 41, 103동 208호",2009-08-02,16,상속,2021년09월12일,997530000,오지우,주식회사한솔은행,,,,,997530000,1,1,실거주 추정,N,,,,
309,서울시 영등포구 여의도동 41,대교아파트 3동 209호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김혜진,010304-3******,서울시 강동구 길동 532-55,2013-01-16,12,매매,2017년01월26일,428800000,김혜진,주식회사신한은행,,,,,428800000,1,1,세입자 가능성,N,,,,
310,서울시 영등포구 여의도동 41,대교아파트 3동 210호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이예준,670508-2******,서울시 금천구 가산동 47-80,2016-11-07,8,매매,2023년12월04일,568330000,이예준,주식회사신한은행,,,,,568330000,1,3,세입자 가능성,N,,,,
311,서울시 영등포구 여의도동 41,대교아파트 3동 211호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황민준,810218-1******,서울시 강남구 삼성동 615-43,2012-04-22,13,상속,,0,황민준,,,,,,0,,1,세입자 가능성,N,,,,
312,서울시 영등포구 여의도동 41,대교아파트 3동 212호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장예준,680701-1******,서울시 강남구 역삼동 416-28,2012-07-04,13,상속,,0,장예준,,,,,,0,,0,세입자 가능성,N,,,,
313,서울시 영등포구 여의도동 41,대교아파트 3동 301호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권영만,620810-1******,"서울시 영등포구 여의도동 41, 103동 301호",2024-02-18,1,증여,2024년02월22일,508590000,권영만,KB국민은행,,,,,508590000,1,0,실거주 추정,N,,,,
314,서울시 영등포구 여의도동 41,대교아파트 3동 302호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임진혁,871016-1******,"서울시 영등포구 여의도동 41, 103동 302호",2018-03-27,7,증여,,0,임진혁,,,,,,0,,3,실거주 추정,N,,,,
315,서울시 영등포구 여의도동 41,대교아파트 3동 303호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정영희,041201-4******,"서울시 영등포구 여의도동 41, 103동 303호",2020-12-08,4,상속,2015년04월20일,1259900000,정영희,주식회사우리은행,,,,,1259900000,1,2,실거주 추정,N,,,,
316,서울시 영등포구 여의도동 41,대교아파트 3동 304호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한서연,050707-3******,"서울시 영등포구 여의도동 41, 103동 304호",2008-07-27,17,상속,2020년10월19일,177280000,한서연,주식회사농협은행,,,,,177280000,1,4,실거주 추정,N,,,,
317,서울시 영등포구 여의도동 41,대교아파트 3동 305호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강지민,570522-2******,"서울시 영등포구 여의도동 41, 103동 305호",2023-05-09,2,상속,2014년11월03일,473260000,강지민,주식회사명동은행,,,,,473260000,1,5,실거주 추정,N,,,,
318,서울시 영등포구 여의도동 41,대교아파트 3동 306호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강주원,810523-1******,"서울시 영등포구 여의도동 41, 103동 306호",2014-09-16,11,증여,2012년08월25일,178680000,강주원,주식회사신한은행,,,,,178680000,1,5,실거주 추정,N,,,,
319,서울시 영등포구 여의도동 41,대교아파트 3동 307호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황동현,050304-4******,서울시 강서구 가양동 984-16,2007-12-27,17,매매,,0,황동현,,,,,,0,,2,세입자 가능성,N,,,,
320,서울시 영등포구 여의도동 41,대교아파트 3동 308호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황서연,620614-2******,서울시 도봉구 상계동 261-34,2019-06-28,6,매매,2020년06월04일,1431590000,황서연,주식회사통합은행,,,,,1431590000,1,0,세입자 가능성,N,,,,
321,서울시 영등포구 여의도동 41,대교아파트 3동 309호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안민준,620426-2******,"서울시 영등포구 여의도동 41, 103동 309호",2009-12-18,15,상속,2015년10월29일,1146120000,안민준,주식회사명동은행,,,,,1146120000,1,3,실거주 추정,N,,,,
322,서울시 영등포구 여의도동 41,대교아파트 3동 310호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황주원,001117-4******,서울시 강북구 우이동 137-66,2023-08-16,2,상속,2013년02월09일,754160000,황주원,주식회사등본은행,,,,,754160000,1,2,세입자 가능성,N,,,,
323,서울시 영등포구 여의도동 41,대교아파트 3동 311호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강영희,930515-1******,"서울시 영등포구 여의도동 41, 103동 311호",2007-12-28,17,상속,2020년05월04일,1113410000,강영희,주식회사명동은행,,,,,1113410000,1,4,실거주 추정,N,,,,
324,서울시 영등포구 여의도동 41,대교아파트 3동 312호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안미경,010128-3******,"서울시 영등포구 여의도동 41, 103동 312호",2006-01-30,19,증여,2022년12월22일,593510000,안미경,주식회사통합은행,,,,,593510000,1,4,실거주 추정,N,,,,
325,서울시 영등포구 여의도동 41,대교아파트 3동 401호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조은서,601110-2******,"서울시 영등포구 여의도동 41, 103동 401호",2015-09-05,10,상속,,0,조은서,,,,,,0,,3,실거주 추정,N,,,,
326,서울시 영등포구 여의도동 41,대교아파트 3동 402호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오상훈,040201-3******,"서울시 영등포구 여의도동 41, 103동 402호",2018-04-22,7,상속,2014년02월24일,364650000,오상훈,주식회사등본은행,,,,,364650000,1,3,실거주 추정,N,,,,
327,서울시 영등포구 여의도동 41,대교아파트 3동 403호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최영수,000728-4******,"서울시 영등포구 여의도동 41, 103동 403호",2008-04-03,17,상속,2022년11월12일,948620000,최영수,KB국민은행,,,,,948620000,1,0,실거주 추정,N,,,,
328,서울시 영등포구 여의도동 41,대교아파트 3동 404호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권유진,041020-3******,"서울시 영등포구 여의도동 41, 103동 404호",2015-01-26,10,증여,2024년05월09일,604510000,권유진,주식회사한솔은행,,,,,604510000,1,1,실거주 추정,N,,,,
329,서울시 영등포구 여의도동 41,대교아파트 3동 405호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황지민,041215-3******,"서울시 영등포구 여의도동 41, 103동 405호",2011-09-19,14,증여,2016년08월14일,1660660000,황지민,주식회사한솔은행,,,,,1660660000,1,4,실거주 추정,N,,,,
330,서울시 영등포구 여의도동 41,대교아파트 3동 406호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임도윤,610514-2******,"서울시 영등포구 여의도동 41, 103동 406호",2011-07-06,14,상속,,0,임도윤,,,,,,0,,2,실거주 추정,N,,,,
331,서울시 영등포구 여의도동 41,대교아파트 3동 407호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권철수,051105-4******,"서울시 영등포구 여의도동 41, 103동 407호",2015-01-15,10,증여,2023년12월31일,597070000,권철수,주식회사하나은행,,,,,597070000,1,4,실거주 추정,N,,,,
332,서울시 영등포구 여의도동 41,대교아파트 3동 408호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김영희,951205-1******,"서울시 영등포구 여의도동 41, 103동 408호",2023-12-02,1,상속,2015년07월04일,1193580000,김영희,주식회사통합은행,,,,,1193580000,1,3,실거주 추정,N,,,,
333,서울시 영등포구 여의도동 41,대교아파트 3동 409호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임은서,010901-3******,"서울시 영등포구 여의도동 41, 103동 409호",2017-11-05,7,매매,2019년07월13일,734710000,임은서,주식회사농협은행,,,,,734710000,1,1,실거주 추정,N,,,,
334,서울시 영등포구 여의도동 41,대교아파트 3동 410호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류수빈,780722-1******,"서울시 영등포구 여의도동 41, 103동 410호",2009-08-27,16,증여,,0,류수빈,,,,,,0,,1,실거주 추정,N,,,,
335,서울시 영등포구 여의도동 41,대교아파트 3동 411호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권민준,680526-2******,서울시 광진구 구의동 463-21,2020-09-21,5,증여,2019년11월25일,541130000,권민준,주식회사한솔은행,,,,,541130000,1,1,세입자 가능성,N,,,,
336,서울시 영등포구 여의도동 41,대교아파트 3동 412호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한시우,041004-3******,"서울시 영등포구 여의도동 41, 103동 412호",2023-05-15,2,매매,2021년06월26일,1344020000,한시우,주식회사우리은행,,,,,1344020000,1,3,실거주 추정,N,,,,
337,서울시 영등포구 여의도동 41,대교아파트 3동 501호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송영만,920320-1******,"서울시 영등포구 여의도동 41, 103동 501호",2016-03-13,9,상속,2016년06월14일,494730000,송영만,주식회사통합은행,,,,,494730000,1,5,실거주 추정,N,,,,
338,서울시 영등포구 여의도동 41,대교아파트 3동 502호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한수빈,041110-4******,"서울시 영등포구 여의도동 41, 103동 502호",2015-11-09,9,상속,2024년04월21일,835460000,한수빈,주식회사우리은행,,,,,835460000,1,3,실거주 추정,N,,,,
339,서울시 영등포구 여의도동 41,대교아파트 3동 503호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송하은,020716-3******,"서울시 영등포구 여의도동 41, 103동 503호",2020-03-22,5,상속,2018년05월29일,1228450000,송하은,KB국민은행,,,,,1228450000,1,1,실거주 추정,N,,,,
340,서울시 영등포구 여의도동 41,대교아파트 3동 504호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김영희,920720-2******,"서울시 영등포구 여의도동 41, 103동 504호",2006-08-09,19,매매,,0,김영희,,,,,,0,,3,실거주 추정,N,,,,
341,서울시 영등포구 여의도동 41,대교아파트 3동 505호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안시우,030118-3******,"서울시 영등포구 여의도동 41, 103동 505호",2024-01-29,1,상속,2011년09월09일,1064440000,안시우,주식회사명동은행,,,,,1064440000,1,5,실거주 추정,N,,,,
342,서울시 영등포구 여의도동 41,대교아파트 3동 506호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조동현,030328-3******,"서울시 영등포구 여의도동 41, 103동 506호",2019-08-05,6,상속,,0,조동현,,,,,,0,,0,실거주 추정,N,,,,
343,서울시 영등포구 여의도동 41,대교아파트 3동 507호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황미경,020823-3******,서울시 마포구 공덕동 222-51,2011-03-05,14,증여,2017년11월25일,681960000,황미경,주식회사하나은행,,,,,681960000,1,1,세입자 가능성,N,,,,
344,서울시 영등포구 여의도동 41,대교아파트 3동 508호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송도윤,020219-4******,"서울시 영등포구 여의도동 41, 103동 508호",2020-06-29,5,증여,,0,송도윤,,,,,,0,,0,실거주 추정,N,,,,
345,서울시 영등포구 여의도동 41,대교아파트 3동 509호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤상훈,680810-1******,"서울시 영등포구 여의도동 41, 103동 509호",2017-01-01,8,상속,,0,윤상훈,,,,,,0,,0,실거주 추정,N,,,,
346,서울시 영등포구 여의도동 41,대교아파트 3동 510호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류지우,810704-1******,서울시 송파구 석촌동 766-76,2010-09-26,15,증여,,0,류지우,,,,,,0,,0,세입자 가능성,N,,,,
347,서울시 영등포구 여의도동 41,대교아파트 3동 511호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박진혁,040505-3******,"서울시 영등포구 여의도동 41, 103동 511호",2022-11-25,2,상속,2018년06월24일,220340000,박진혁,주식회사농협은행,,,,,220340000,1,0,실거주 추정,N,,,,
348,서울시 영등포구 여의도동 41,대교아파트 3동 512호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류기태,050627-4******,"서울시 영등포구 여의도동 41, 103동 512호",2021-09-22,4,상속,2017년07월09일,826490000,류기태,주식회사신한은행,,,,,826490000,1,0,실거주 추정,N,,,,
349,서울시 영등포구 여의도동 41,대교아파트 3동 601호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황혜진,700620-1******,"서울시 영등포구 여의도동 41, 103동 601호",2017-01-28,8,증여,2012년07월01일,801260000,황혜진,주식회사농협은행,,,,,801260000,1,2,실거주 추정,N,,,,
350,서울시 영등포구 여의도동 41,대교아파트 3동 602호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이두산,030505-4******,서울시 광진구 자양동 554-84,2016-04-19,9,증여,,0,이두산,,,,,,0,,0,세입자 가능성,N,,,,
351,서울시 영등포구 여의도동 41,대교아파트 3동 603호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조두산,771018-2******,"서울시 영등포구 여의도동 41, 103동 603호",2007-01-28,18,증여,,0,조두산,,,,,,0,,5,실거주 추정,N,,,,
352,서울시 영등포구 여의도동 41,대교아파트 3동 604호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장지우,000726-4******,"서울시 영등포구 여의도동 41, 103동 604호",2008-07-24,17,매매,,0,장지우,,,,,,0,,0,실거주 추정,N,,,,
353,서울시 영등포구 여의도동 41,대교아파트 3동 605호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김진혁,041104-3******,"서울시 영등포구 여의도동 41, 103동 605호",2019-09-01,6,상속,,0,김진혁,,,,,,0,,5,실거주 추정,N,,,,
354,서울시 영등포구 여의도동 41,대교아파트 3동 606호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장철수,040118-4******,"서울시 영등포구 여의도동 41, 103동 606호",2007-01-09,18,매매,,0,장철수,,,,,,0,,2,실거주 추정,N,,,,
355,서울시 영등포구 여의도동 41,대교아파트 3동 607호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류지우,010211-4******,"서울시 영등포구 여의도동 41, 103동 607호",2005-11-29,19,증여,2014년05월21일,900710000,류지우,주식회사우리은행,,,,,900710000,1,4,실거주 추정,N,,,,
356,서울시 영등포구 여의도동 41,대교아파트 3동 608호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조두산,030201-3******,"서울시 영등포구 여의도동 41, 103동 608호",2012-05-03,13,증여,,0,조두산,,,,,,0,,5,실거주 추정,Y,압류,2025년07월13일,제82285호,서울중앙지방법원
357,서울시 영등포구 여의도동 41,대교아파트 3동 609호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송주원,560609-1******,서울시 성북구 성북동 10-19,2018-10-26,6,증여,2011년10월25일,1211680000,송주원,주식회사농협은행,,,,,1211680000,1,3,세입자 가능성,N,,,,
358,서울시 영등포구 여의도동 41,대교아파트 3동 610호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이영만,770128-1******,"서울시 영등포구 여의도동 41, 103동 610호",2012-09-27,13,상속,,0,이영만,,,,,,0,,3,실거주 추정,N,,,,
359,서울시 영등포구 여의도동 41,대교아파트 3동 611호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권하은,001109-3******,"서울시 영등포구 여의도동 41, 103동 611호",2007-06-26,18,증여,2018년01월08일,797810000,권하은,주식회사명동은행,,,,,797810000,1,0,실거주 추정,N,,,,
360,서울시 영등포구 여의도동 41,대교아파트 3동 612호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최미나,010120-4******,"서울시 영등포구 여의도동 41, 103동 612호",2014-02-27,11,상속,,0,최미나,,,,,,0,,0,실거주 추정,N,,,,
361,서울시 영등포구 여의도동 41,대교아파트 3동 701호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서서연,010917-3******,서울시 성동구 금호동 111-58,2023-06-03,2,상속,,0,서서연,,,,,,0,,2,세입자 가능성,N,,,,
362,서울시 영등포구 여의도동 41,대교아파트 3동 702호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강주원,811113-2******,"서울시 영등포구 여의도동 41, 103동 702호",2011-11-03,13,증여,,0,강주원,,,,,,0,,0,실거주 추정,N,,,,
363,서울시 영등포구 여의도동 41,대교아파트 3동 703호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권서연,030613-4******,"서울시 영등포구 여의도동 41, 103동 703호",2018-11-28,6,증여,2012년06월21일,791460000,권서연,주식회사우리은행,,,,,791460000,1,2,실거주 추정,N,,,,
364,서울시 영등포구 여의도동 41,대교아파트 3동 704호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조민준,740305-2******,서울시 강동구 천호동 197-71,2016-04-16,9,증여,2017년04월06일,815100000,조민준,주식회사등본은행,,,,,815100000,1,0,세입자 가능성,N,,,,
365,서울시 영등포구 여의도동 41,대교아파트 3동 705호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,신미나,501126-2******,"서울시 영등포구 여의도동 41, 103동 705호",2011-07-01,14,상속,2015년11월02일,1254030000,신미나,주식회사농협은행,,,,,1254030000,1,4,실거주 추정,N,,,,
366,서울시 영등포구 여의도동 41,대교아파트 3동 706호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정지우,050122-3******,서울시 강동구 고덕동 403-37,2009-12-25,15,상속,,0,정지우,,,,,,0,,5,세입자 가능성,N,,,,
367,서울시 영등포구 여의도동 41,대교아파트 3동 707호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송하은,030915-3******,"서울시 영등포구 여의도동 41, 103동 707호",2009-04-16,16,매매,2021년01월17일,402790000,송하은,주식회사통합은행,,,,,402790000,1,4,실거주 추정,N,,,,
